accel_x,accel_y,accel_z
0.03615879262304313,0.9087200288684276,0.8885551508520032
0.10812759756119915,0.8719122472854772,0.7722465029314652
0.2417307217139275,0.8876381536069576,0.7366572619144127
0.3696788341791301,0.9163721348125742,0.533687298472022
0.45227622098461817,0.9228792543629789,0.32665041631584774
0.590121522093568,0.996221784458905,0.08645606771118049
0.6983992912682443,0.9981408588591756,-0.08873727623707936
0.7254571240044689,1.0310221054445332,-0.3248902819072319
0.917849997342441,1.033884736793718,-0.3630650428851164
0.8662271074270244,1.0116832411590229,-0.7162797824398184
1.0248964665502747,1.0728897694274453,-0.7275588778994383
0.949616929150576,0.96406397292331,-0.9136205663760889
0.9753731118691976,0.8443805316270377,-1.000047747912194
0.998142454072025,0.8612231740506073,-1.0181484657667113
0.8944622265538404,0.8652427576912377,-0.9062635519821328
0.9395774712102456,0.8536502809259499,-0.9374375558896716
0.954508870950783,0.7760075930030105,-0.7924193231119059
0.9109350938662234,0.6958214839386706,-0.6475473829913075
0.7153643453844151,0.7872986550905143,-0.5073172331796436
0.7836263129850582,0.6749457066706425,-0.31489760009835627
0.6775475151161813,0.5449462302447071,-0.17049302283308365
0.45437382542106625,0.45249707266897754,0.022428028359204807
0.3637613524171271,0.3752324193018951,0.3818884057976449
0.247314544012697,0.4213540960440057,0.5249251526917211
0.19503200724626257,0.23982626488038394,0.553131951644099
0.0018490444530713081,0.09509873072911823,0.8106378551362684
-0.05641276070689416,0.12307067711652012,0.8928610989198409
-0.23198529899763629,-0.030669654330062756,0.923723255994415
-0.31077448449987455,-0.12220389436661591,0.9828772712081951
-0.49462733869356423,-0.12380197287045021,0.9996553746674642
-0.6678960648834137,-0.24235699783570458,0.9304707590019454
-0.7235258757032762,-0.21709904755893544,0.8488555439938483
-0.7552557740001286,-0.3146923205127311,0.6619730830482871
-0.7991012895404056,-0.4721847985298618,0.5397387270061463
-0.9364778947877237,-0.5300054256983503,0.34420719859205406
-0.9327803336233766,-0.5719407346609713,0.051396701042190275
-1.0256874261190971,-0.6638386015113943,-0.14063315087007938
-0.9979557736414995,-0.7186790518290669,-0.2999704409760356
-0.9767870640872598,-0.6668317410780356,-0.5935788786301587
-0.9392307987301265,-0.8674879037161146,-0.6507287709808992
-0.9486578085587105,-0.8529114680698551,-0.864713693129318
-0.8992837311465512,-0.8859753580477369,-0.9155908283706558
-0.7911336248106376,-0.9372544668464305,-0.889028762907593
-0.8540524213276833,-1.010059240516841,-0.9856932235218019
-0.7365498474281913,-1.0117336306113134,-0.9748136136525661
-0.70019367495515,-0.9675394781167493,-0.9270197729531522
-0.5165238244864387,-1.0074079160611684,-0.7756138358947815
-0.3631716398506978,-1.0522799081550356,-0.6183036283707299
-0.24056870586117243,-1.0165239304695222,-0.5303779290532115
-0.06911167273617841,-0.9003250112929575,-0.3364824655101994
-0.04928789695192379,-0.9483162188813299,-0.07935246116823966
0.15379021955285568,-0.9386866576204197,0.18863443524227286
0.27631405608260096,-0.8970609602364407,0.27250856816498564
0.369123630435777,-0.8991033784814011,0.48460700897626485
0.5559248428050124,-0.8446372174540973,0.6807437304796385
0.5965037732630812,-0.760812776075159,0.8324376947676252
0.6109610214103915,-0.7318483975332016,0.8352883238542888
0.7416886572085858,-0.6350222702012409,0.9720624980506202
0.775860710846317,-0.6128707084386779,1.0033548436993713
0.9087650391270838,-0.6119069389046752,1.0601926393028052
0.9058570749633172,-0.5299176227768678,0.8356751637322332
0.9539878381081087,-0.46407779611526995,0.8280871329664237
0.9886715859535481,-0.40705226602316713,0.6165768267718872
0.9670908149895121,-0.3462860515673531,0.5150194912538048
0.9559342350108776,-0.2982774740395731,0.3152455568411658
0.9537537689237358,-0.20302950676339473,0.1517308467981887
0.9096913209432163,-0.056269902798239464,-0.016065570329497736
0.8956075284580013,-0.023012493213458607,-0.33554281106488115
0.821080295802275,0.05498285215486736,-0.5821217134590259
0.5971123695762883,0.16143476296946224,-0.6676362604167967
0.6832151819704474,0.1341600691106811,-0.9417639992099235
0.5176570486613193,0.19438041207952,-0.9302023499791063
0.38119691504265035,0.3492483522737556,-1.0204706713212077
0.2714349411456967,0.45401350926540807,-1.0289431393311261
0.1098982098292791,0.38425687868289293,-0.9574893887865777
0.09883465661131063,0.5361434257268705,-0.9410181161589128
-0.13787252640342373,0.6934122971664384,-0.8050886337572416
-0.19016030020258815,0.6727300467548223,-0.6043716844225604
-0.3550531366734536,0.7329771436117911,-0.5247800269009243
-0.4569255115505432,0.7594619339191166,-0.3649383045159971
-0.5673195379270055,0.8181655767546729,-0.13619830028983834
-0.6780240368162318,0.9376640260919413,0.1360152080890337
-0.7274951454935927,0.9680980280689258,0.2872658725241915
-0.9665173012346961,0.9655622842211922,0.5067572437670507
-0.9482878430110293,1.0438425658478967,0.6150442932005886
-0.9476407990824834,0.9878854445235812,0.8206877851724168
-0.9696743272765614,1.0096816105335304,0.9391845951829599
-0.981893962890768,1.05311877707124,1.0811089361057433
-1.0080403993774767,1.0204534551512807,0.8895643113632439
-0.9665229618418888,0.9388870106086479,0.9995529757250394
-0.9761628323277515,1.0615607066738468,0.8729098131554021
-0.8461877158984041,0.9549486997216664,0.8565395892669558
-0.8128555402666507,0.9105123275463403,0.7253668252966502
-0.7800713112360875,0.8885359614844953,0.5057361464824027
-0.6976944057651955,0.8933842997473559,0.2808195502534923
-0.6699674844575827,0.7676726237521758,0.08190958362152218
-0.5454690928338723,0.7619682881241691,-0.13190530237743409
-0.35380819763397636,0.7023364613798673,-0.41419852148921116
-0.33371230710390354,0.7015788589506119,-0.4262380187777715
-0.14812024396637016,0.5815737691727013,-0.6534334955321706
-0.06283910242583353,0.48320446709966114,-0.8706123109371139
0.16873559694650966,0.45934545464713405,-0.9597002715445532
0.21001389882621077,0.4590297497029334,-1.0236141719050567
0.4145273675840216,0.37591643472264813,-0.9817009776733652
0.5562397813909485,0.30627822499011026,-1.0082255409219865
0.6000784377641561,0.18032139379601697,-0.9728530853920114
0.7226929419522152,0.07352939788014962,-0.7816282232808862
0.8128012395290852,0.08707955623526072,-0.6738540160129558
0.7737061170573285,-0.031577966298360266,-0.3613012688275754
0.9771485348264266,-0.18207320079105901,-0.26403184005475155
0.8988961049578966,-0.20641586521918093,-0.11371998596519986
1.0484627793034986,-0.2783251241764152,0.12254606094387951
1.0203652360131512,-0.43164602111335093,0.3602225910466373
1.1198680566083805,-0.4975302273675571,0.45907702861745814
0.910461736404419,-0.4941873866827164,0.7789148815034032
0.9669473068341738,-0.6654129856761779,0.8157767798352792
0.9671037619423599,-0.7152622791734868,0.9133369686099598
